date,channel,region,campaign,impressions,clicks,spend,conversions,revenue,ctr,cpc,conv_rate,roas,cpa
2024-01-12,SEA,Spain,Retargeting Q3,60496,2758,717.08,70,26803.65,4.56,0.26,2.54,37.38,10.24
2024-01-12,SEA,Italy,Brand Awareness Q1,68736,1608,5628.0,28,4298.76,2.34,3.5,1.77,0.76,201.0
2024-01-12,Display,France,Retargeting Q3,71543,4578,13550.88,248,15676.48,6.4,2.96,5.42,1.16,54.64
2024-01-12,Display,Germany,Product Launch Q2,22176,1148,815.08,21,6142.42,5.18,0.71,1.9,7.54,38.81
2024-01-12,Display,UK,Retargeting Q3,62366,816,1142.4,37,14406.17,1.31,1.4,4.6,12.61,30.88
2024-01-12,Display,Spain,Product Launch Q2,63841,1685,1668.15,98,31803.9,2.64,0.99,5.83,19.07,17.02
2024-01-12,Display,Italy,Seasonal Promo Q4,53213,3059,6362.72,97,30972.44,5.75,2.08,3.2,4.87,65.6
2024-01-12,Social Ads,France,Product Launch Q2,70916,3325,11271.75,168,55514.04,4.69,3.39,5.08,4.93,67.09
2024-01-12,Social Ads,Germany,Brand Awareness Q1,37768,517,925.43,14,5278.04,1.37,1.79,2.86,5.7,66.1
2024-01-12,Social Ads,UK,Seasonal Promo Q4,42363,673,491.29,21,4823.14,1.59,0.73,3.25,9.82,23.39
2024-01-12,Social Ads,Spain,Brand Awareness Q1,17021,1297,1206.21,42,7238.9,7.62,0.93,3.26,6.0,28.72
2024-01-12,Social Ads,Italy,Retargeting Q3,59381,813,1512.18,17,6767.43,1.37,1.86,2.18,4.48,88.95
2024-01-12,Email,France,Product Launch Q2,34430,413,1350.51,21,5827.21,1.2,3.27,5.2,4.31,64.31
2024-01-12,Email,Germany,Seasonal Promo Q4,23035,292,943.16,9,3068.0,1.27,3.23,3.36,3.25,104.8
2024-01-12,Email,UK,Product Launch Q2,63799,3387,10804.53,37,4642.73,5.31,3.19,1.1,0.43,292.01
2024-01-12,Email,Spain,Product Launch Q2,76932,5831,12886.51,181,58220.54,7.58,2.21,3.12,4.52,71.2
2024-01-12,Email,Italy,Brand Awareness Q1,44472,822,813.78,34,9111.45,1.85,0.99,4.19,11.2,23.93
2024-01-13,SEA,France,Product Launch Q2,19530,1339,2477.15,49,13288.03,6.86,1.85,3.68,5.36,50.55
2024-01-13,SEA,Germany,Product Launch Q2,23818,724,152.04,19,4744.91,3.04,0.21,2.76,31.21,8.0
2024-01-13,SEA,UK,Brand Awareness Q1,16221,755,1049.45,43,10338.43,4.66,1.39,5.77,9.85,24.41
2024-01-13,SEA,Spain,Brand Awareness Q1,56177,3994,1357.96,117,21136.73,7.11,0.34,2.93,15.57,11.61
2024-01-13,SEA,Italy,Retargeting Q3,51805,3377,4525.18,157,42372.72,6.52,1.34,4.66,9.36,28.82
2024-01-13,Display,France,Seasonal Promo Q4,22486,294,588.0,14,1557.94,1.31,2.0,5.07,2.65,42.0
2024-01-13,Display,Germany,Seasonal Promo Q4,67722,3670,10569.6,48,15440.0,5.42,2.88,1.32,1.46,220.2
2024-01-13,Display,UK,Retargeting Q3,9847,300,102.0,6,388.0,3.05,0.34,2.0,3.8,17.0
2024-01-13,Display,Spain,Product Launch Q2,72552,2749,7944.61,92,5779.19,3.79,2.89,3.37,0.73,86.35
2024-01-13,Display,Italy,Brand Awareness Q1,42501,1487,4133.86,79,13127.72,3.5,2.78,5.33,3.18,52.33
2024-01-13,Social Ads,France,Retargeting Q3,53237,2161,3284.72,69,26548.96,4.06,1.52,3.2,8.08,47.6
2024-01-13,Social Ads,Germany,Brand Awareness Q1,29486,1318,2425.12,74,17149.24,4.47,1.84,5.62,7.07,32.77
2024-01-13,Social Ads,UK,Retargeting Q3,60640,939,2056.41,47,11323.05,1.55,2.19,5.11,5.51,43.75
2024-01-13,Social Ads,Spain,Seasonal Promo Q4,18447,287,683.06,7,1826.42,1.56,2.38,2.53,2.67,97.58
2024-01-13,Social Ads,Italy,Retargeting Q3,26842,1564,2127.04,18,6381.23,5.83,1.36,1.21,3.0,118.17
2024-01-13,Email,France,Seasonal Promo Q4,62008,1810,6208.3,103,7855.23,2.92,3.43,5.74,1.27,60.27
2024-01-13,Email,Germany,Seasonal Promo Q4,52619,2415,6448.05,43,2618.67,4.59,2.67,1.8,0.41,149.95
2024-01-13,Email,UK,Brand Awareness Q1,9561,179,175.42,7,1237.27,1.88,0.98,4.23,7.05,25.06
2024-01-13,Email,Spain,Product Launch Q2,25111,1443,4805.19,41,13000.26,5.75,3.33,2.86,2.71,117.2
2024-01-13,Email,Italy,Brand Awareness Q1,74397,2655,3292.2,63,24329.47,3.57,1.24,2.39,7.39,52.26
2024-01-14,SEA,France,Retargeting Q3,29385,1319,1952.12,50,7081.09,4.49,1.48,3.81,3.63,39.04
2024-01-14,SEA,Germany,Product Launch Q2,63493,1587,3523.14,70,27966.41,2.5,2.22,4.47,7.94,50.33
2024-01-14,SEA,UK,Brand Awareness Q1,21074,410,180.4,7,2097.76,1.95,0.44,1.86,11.63,25.77
2024-01-14,SEA,Spain,Retargeting Q3,46889,2658,6751.32,99,15011.05,5.67,2.54,3.75,2.22,68.2
2024-01-14,SEA,Italy,Product Launch Q2,25644,1533,4997.58,64,20978.8,5.98,3.26,4.19,4.2,78.09
2024-01-14,Display,France,Retargeting Q3,20907,1651,4639.31,35,7801.77,7.9,2.81,2.18,1.68,132.55
2024-01-14,Display,Germany,Brand Awareness Q1,77616,3888,6765.12,230,21946.58,5.01,1.74,5.92,3.24,29.41
2024-01-14,Display,UK,Seasonal Promo Q4,13617,431,1508.5,19,4445.88,3.17,3.5,4.59,2.95,79.39
2024-01-14,Display,Spain,Retargeting Q3,14666,275,343.75,3,639.12,1.88,1.25,1.37,1.86,114.58
2024-01-14,Display,Italy,Product Launch Q2,21821,1560,4321.2,65,7389.66,7.15,2.77,4.2,1.71,66.48
2024-01-14,Social Ads,France,Retargeting Q3,61704,2789,8562.23,143,33081.01,4.52,3.07,5.16,3.86,59.88
2024-01-14,Social Ads,Germany,Retargeting Q3,26581,566,1856.48,12,4579.43,2.13,3.28,2.13,2.47,154.71
2024-01-14,Social Ads,UK,Retargeting Q3,15336,421,968.3,15,1407.14,2.75,2.3,3.75,1.45,64.55
2024-01-14,Social Ads,Spain,Product Launch Q2,74924,1236,2867.52,48,12154.86,1.65,2.32,3.96,4.24,59.74
2024-01-14,Social Ads,Italy,Brand Awareness Q1,49252,3398,6999.88,174,10427.95,6.9,2.06,5.13,1.49,40.23
2024-01-14,Email,France,Seasonal Promo Q4,39688,2206,6022.38,67,18334.34,5.56,2.73,3.08,3.04,89.89
2024-01-14,Email,Germany,Seasonal Promo Q4,76509,2318,7788.48,79,26199.63,3.03,3.36,3.41,3.36,98.59
2024-01-14,Email,UK,Seasonal Promo Q4,43985,1834,4529.98,32,6254.96,4.17,2.47,1.79,1.38,141.56
2024-01-14,Email,Spain,Retargeting Q3,31741,1072,718.24,56,9058.6,3.38,0.67,5.31,12.61,12.83
2024-01-14,Email,Italy,Seasonal Promo Q4,57260,1099,1560.58,41,6629.31,1.92,1.42,3.81,4.25,38.06
2024-01-15,SEA,France,Seasonal Promo Q4,21059,604,616.08,8,1212.59,2.87,1.02,1.48,1.97,77.01
2024-01-15,SEA,Germany,Retargeting Q3,59805,1638,5012.28,29,4773.47,2.74,3.06,1.8,0.95,172.84
2024-01-15,SEA,UK,Retargeting Q3,29881,1894,3484.96,67,15045.92,6.34,1.84,3.57,4.32,52.01
2024-01-15,SEA,Spain,Product Launch Q2,70191,814,2702.48,28,10873.53,1.16,3.32,3.53,4.02,96.52
2024-01-15,SEA,Italy,Seasonal Promo Q4,51254,686,775.18,27,9314.93,1.34,1.13,3.99,12.02,28.71
2024-01-15,Display,France,Retargeting Q3,42453,2020,6060.0,63,22608.15,4.76,3.0,3.15,3.73,96.19
2024-01-15,Display,Germany,Retargeting Q3,57855,2059,3129.68,79,9332.22,3.56,1.52,3.85,2.98,39.62
2024-01-15,Display,UK,Brand Awareness Q1,14637,541,914.29,20,6777.18,3.7,1.69,3.75,7.41,45.71
2024-01-15,Display,Spain,Retargeting Q3,21864,1711,2566.5,85,14337.79,7.83,1.5,4.97,5.59,30.19
2024-01-15,Display,Italy,Product Launch Q2,23909,571,1073.48,19,1251.27,2.39,1.88,3.5,1.17,56.5
2024-01-15,Social Ads,France,Product Launch Q2,48652,3225,6159.75,56,20305.38,6.63,1.91,1.74,3.3,110.0
2024-01-15,Social Ads,Germany,Retargeting Q3,47987,3608,4510.0,106,28172.17,7.52,1.25,2.96,6.25,42.55
2024-01-15,Social Ads,UK,Seasonal Promo Q4,49089,2233,4198.04,77,19020.81,4.55,1.88,3.45,4.53,54.52
2024-01-15,Social Ads,Spain,Brand Awareness Q1,7180,257,621.94,15,3814.44,3.58,2.42,5.9,6.13,41.46
2024-01-15,Social Ads,Italy,Product Launch Q2,67205,1922,4535.92,112,28276.19,2.86,2.36,5.86,6.23,40.5
2024-01-15,Email,France,Seasonal Promo Q4,11731,595,452.2,24,6405.78,5.08,0.76,4.15,14.17,18.84
2024-01-15,Email,Germany,Product Launch Q2,24369,1644,1644.0,63,18596.49,6.75,1.0,3.86,11.31,26.1
2024-01-15,Email,UK,Seasonal Promo Q4,7482,306,483.48,9,1092.26,4.09,1.58,3.06,2.26,53.72
2024-01-15,Email,Spain,Seasonal Promo Q4,13163,781,1491.71,29,11580.95,5.94,1.91,3.8,7.76,51.44
2024-01-15,Email,Italy,Retargeting Q3,73875,2689,9035.04,88,20820.31,3.64,3.36,3.3,2.3,102.67
2024-01-16,SEA,France,Product Launch Q2,39650,2089,1733.87,46,11285.2,5.27,0.83,2.23,6.51,37.69
2024-01-16,SEA,Germany,Seasonal Promo Q4,44008,2816,7124.48,125,27643.88,6.4,2.53,4.45,3.88,57.0
2024-01-16,SEA,UK,Seasonal Promo Q4,50718,2495,8183.6,115,17333.52,4.92,3.28,4.61,2.12,71.16
2024-01-16,SEA,Spain,Retargeting Q3,56712,3816,12783.6,191,28966.76,6.73,3.35,5.02,2.27,66.93
2024-01-16,SEA,Italy,Product Launch Q2,15358,525,871.5,11,2394.46,3.42,1.66,2.28,2.75,79.23
2024-01-16,Display,France,Product Launch Q2,75592,2192,4493.6,51,4499.69,2.9,2.05,2.36,1.0,88.11
2024-01-16,Display,Germany,Brand Awareness Q1,36779,500,1595.0,10,1314.93,1.36,3.19,2.13,0.82,159.5
2024-01-16,Display,UK,Product Launch Q2,59172,1958,3446.08,86,8437.76,3.31,1.76,4.41,2.45,40.07
2024-01-16,Display,Spain,Retargeting Q3,58334,3249,10104.39,109,30268.05,5.57,3.11,3.38,3.0,92.7
2024-01-16,Display,Italy,Product Launch Q2,47096,1412,564.8,68,18924.71,3.0,0.4,4.84,33.51,8.31
2024-01-16,Social Ads,France,Seasonal Promo Q4,75143,4636,13954.36,55,20488.31,6.17,3.01,1.19,1.47,253.72
2024-01-16,Social Ads,Germany,Product Launch Q2,28040,2114,676.48,109,35510.7,7.54,0.32,5.18,52.49,6.21
2024-01-16,Social Ads,UK,Retargeting Q3,42941,3065,704.95,117,10243.96,7.14,0.23,3.84,14.53,6.03
2024-01-16,Social Ads,Spain,Product Launch Q2,42298,1768,4101.76,64,23119.42,4.18,2.32,3.62,5.64,64.09
2024-01-16,Social Ads,Italy,Seasonal Promo Q4,71088,3042,2555.28,47,5023.03,4.28,0.84,1.56,1.97,54.37
2024-01-16,Email,France,Product Launch Q2,38720,2334,583.5,62,9502.03,6.03,0.25,2.69,16.28,9.41
2024-01-16,Email,Germany,Retargeting Q3,28002,1478,3414.18,44,8786.63,5.28,2.31,3.03,2.57,77.6
2024-01-16,Email,UK,Product Launch Q2,16368,623,317.73,36,7815.92,3.81,0.51,5.91,24.6,8.83
2024-01-16,Email,Spain,Retargeting Q3,5895,166,162.68,7,2687.39,2.83,0.98,4.77,16.52,23.24
2024-01-16,Email,Italy,Seasonal Promo Q4,6498,183,254.37,3,851.18,2.83,1.39,2.18,3.35,84.79
2024-01-17,SEA,France,Retargeting Q3,45213,958,2356.68,53,19118.72,2.12,2.46,5.62,8.11,44.47
2024-01-17,SEA,Germany,Product Launch Q2,20389,1115,3679.5,31,3946.21,5.47,3.3,2.84,1.07,118.69
2024-01-17,SEA,UK,Seasonal Promo Q4,67676,1400,3738.0,56,10950.57,2.07,2.67,4.03,2.93,66.75
2024-01-17,SEA,Spain,Brand Awareness Q1,75453,4987,14562.04,239,68860.6,6.61,2.92,4.81,4.73,60.93
2024-01-17,SEA,Italy,Brand Awareness Q1,73879,3051,7688.52,42,10393.28,4.13,2.52,1.39,1.35,183.06
2024-01-17,Display,France,Seasonal Promo Q4,76781,5620,4889.4,206,22163.13,7.32,0.87,3.68,4.53,23.73
2024-01-17,Display,Germany,Seasonal Promo Q4,20235,1165,2994.05,40,14584.45,5.76,2.57,3.44,4.87,74.85
2024-01-17,Display,UK,Seasonal Promo Q4,12292,512,967.68,16,1123.33,4.17,1.89,3.28,1.16,60.48
2024-01-17,Display,Spain,Brand Awareness Q1,45392,2750,4152.5,139,43233.39,6.06,1.51,5.08,10.41,29.87
2024-01-17,Display,Italy,Brand Awareness Q1,10936,434,1089.34,16,1137.43,3.97,2.51,3.71,1.04,68.08
2024-01-17,Social Ads,France,Seasonal Promo Q4,66875,815,1263.25,39,12403.55,1.22,1.55,4.84,9.82,32.39
2024-01-17,Social Ads,Germany,Seasonal Promo Q4,54081,4299,6276.54,229,84127.4,7.95,1.46,5.35,13.4,27.41
2024-01-17,Social Ads,UK,Retargeting Q3,15518,896,2132.48,33,9198.32,5.78,2.38,3.7,4.31,64.62
2024-01-17,Social Ads,Spain,Product Launch Q2,20549,462,910.14,16,4876.01,2.25,1.97,3.64,5.36,56.88
2024-01-17,Social Ads,Italy,Seasonal Promo Q4,5455,343,1176.49,11,3318.51,6.29,3.43,3.32,2.82,106.95
2024-01-17,Email,France,Product Launch Q2,74721,2727,2617.92,89,9282.03,3.65,0.96,3.3,3.55,29.41
2024-01-17,Email,Germany,Brand Awareness Q1,19790,243,578.34,9,3399.15,1.23,2.38,4.07,5.88,64.26
2024-01-17,Email,UK,Brand Awareness Q1,36544,891,472.23,10,2592.25,2.44,0.53,1.17,5.49,47.22
2024-01-17,Email,Spain,Brand Awareness Q1,37077,2291,3505.23,49,6176.17,6.18,1.53,2.17,1.76,71.54
2024-01-17,Email,Italy,Retargeting Q3,23367,1058,1216.7,53,16219.65,4.53,1.15,5.08,13.33,22.96
2024-01-18,SEA,France,Seasonal Promo Q4,47030,1250,3862.5,74,17200.4,2.66,3.09,5.93,4.45,52.2
2024-01-18,SEA,Germany,Product Launch Q2,44387,1300,2652.0,51,15673.54,2.93,2.04,3.96,5.91,52.0
2024-01-18,SEA,UK,Seasonal Promo Q4,60994,2982,1043.7,81,22288.01,4.89,0.35,2.72,21.35,12.89
2024-01-18,SEA,Spain,Seasonal Promo Q4,73742,2381,3738.17,41,7452.2,3.23,1.57,1.75,1.99,91.17
2024-01-18,SEA,Italy,Brand Awareness Q1,36584,2542,3024.98,115,38182.49,6.95,1.19,4.54,12.62,26.3
2024-01-18,Display,France,Retargeting Q3,78713,3061,4805.77,111,20640.08,3.89,1.57,3.65,4.29,43.3
2024-01-18,Display,Germany,Product Launch Q2,31651,1047,481.62,34,6115.82,3.31,0.46,3.25,12.7,14.17
2024-01-18,Display,UK,Product Launch Q2,11755,338,817.96,13,4624.97,2.88,2.42,4.01,5.65,62.92
2024-01-18,Display,Spain,Brand Awareness Q1,78249,1971,1754.19,109,17016.62,2.52,0.89,5.54,9.7,16.09
2024-01-18,Display,Italy,Seasonal Promo Q4,32762,2476,8344.12,39,15594.16,7.56,3.37,1.59,1.87,213.95
2024-01-18,Social Ads,France,Retargeting Q3,36797,2159,5440.68,64,8561.01,5.87,2.52,2.98,1.57,85.01
2024-01-18,Social Ads,Germany,Seasonal Promo Q4,42101,1540,3018.4,43,6086.5,3.66,1.96,2.8,2.02,70.2
2024-01-18,Social Ads,UK,Product Launch Q2,66080,1116,3839.04,37,12724.52,1.69,3.44,3.35,3.31,103.76
2024-01-18,Social Ads,Spain,Brand Awareness Q1,53589,1709,598.15,90,27849.45,3.19,0.35,5.32,46.56,6.65
2024-01-18,Social Ads,Italy,Product Launch Q2,39180,1908,4064.04,87,13338.61,4.87,2.13,4.6,3.28,46.71
2024-01-18,Email,France,Retargeting Q3,48236,1258,2616.64,28,6796.3,2.61,2.08,2.23,2.6,93.45
2024-01-18,Email,Germany,Seasonal Promo Q4,38728,2455,4443.55,113,34900.95,6.34,1.81,4.62,7.85,39.32
2024-01-18,Email,UK,Product Launch Q2,27050,1658,2254.88,28,6756.15,6.13,1.36,1.7,3.0,80.53
2024-01-18,Email,Spain,Brand Awareness Q1,76058,6031,20264.16,218,74920.93,7.93,3.36,3.62,3.7,92.95
2024-01-18,Email,Italy,Product Launch Q2,11358,721,1124.76,37,4847.06,6.35,1.56,5.21,4.31,30.4
2024-01-19,SEA,France,Seasonal Promo Q4,6198,156,265.2,2,546.41,2.53,1.7,1.3,2.06,132.6
2024-01-19,SEA,Germany,Retargeting Q3,68944,765,1499.4,23,1284.65,1.11,1.96,3.06,0.86,65.19
2024-01-19,SEA,UK,Product Launch Q2,75220,5897,1533.22,298,85201.64,7.84,0.26,5.07,55.57,5.15
2024-01-19,SEA,Spain,Retargeting Q3,19026,1413,2727.09,31,8274.62,7.43,1.93,2.2,3.03,87.97
2024-01-19,SEA,Italy,Product Launch Q2,51457,1476,2228.76,42,8068.6,2.87,1.51,2.87,3.62,53.07
2024-01-19,Display,France,Brand Awareness Q1,34603,1072,3140.96,15,5956.29,3.1,2.93,1.4,1.9,209.4
2024-01-19,Display,Germany,Product Launch Q2,17255,662,953.28,22,6002.96,3.84,1.44,3.38,6.3,43.33
2024-01-19,Display,UK,Brand Awareness Q1,15837,712,1160.56,35,8681.74,4.5,1.63,4.92,7.48,33.16
2024-01-19,Display,Spain,Seasonal Promo Q4,74226,5514,5293.44,303,88567.11,7.43,0.96,5.51,16.73,17.47
2024-01-19,Display,Italy,Brand Awareness Q1,40532,539,242.55,30,10942.77,1.33,0.45,5.63,45.12,8.09
2024-01-19,Social Ads,France,Seasonal Promo Q4,28508,2138,2651.12,124,31677.37,7.5,1.24,5.81,11.95,21.38
2024-01-19,Social Ads,Germany,Retargeting Q3,15084,466,959.96,17,5904.18,3.09,2.06,3.83,6.15,56.47
2024-01-19,Social Ads,UK,Retargeting Q3,55311,3479,2296.14,206,62512.19,6.29,0.66,5.94,27.22,11.15
2024-01-19,Social Ads,Spain,Seasonal Promo Q4,12038,202,195.94,2,523.62,1.68,0.97,1.38,2.67,97.97
2024-01-19,Social Ads,Italy,Retargeting Q3,47778,578,635.8,34,7538.18,1.21,1.1,5.96,11.86,18.7
2024-01-19,Email,France,Brand Awareness Q1,77487,5881,9586.03,258,72558.67,7.59,1.63,4.4,7.57,37.16
2024-01-19,Email,Germany,Product Launch Q2,43715,2880,7344.0,40,4159.09,6.59,2.55,1.41,0.57,183.6
2024-01-19,Email,UK,Retargeting Q3,56068,1805,992.75,18,2842.08,3.22,0.55,1.03,2.86,55.15
2024-01-19,Email,Spain,Seasonal Promo Q4,40358,694,340.06,21,5143.84,1.72,0.49,3.15,15.13,16.19
2024-01-19,Email,Italy,Retargeting Q3,18538,218,298.66,3,777.95,1.18,1.37,1.47,2.6,99.55
2024-01-20,SEA,France,Product Launch Q2,55493,604,948.28,29,8807.17,1.09,1.57,4.9,9.29,32.7
2024-01-20,SEA,Germany,Retargeting Q3,79967,3718,9146.28,68,9800.27,4.65,2.46,1.85,1.07,134.5
2024-01-20,SEA,UK,Brand Awareness Q1,69634,1406,1054.5,33,5112.14,2.02,0.75,2.38,4.85,31.95
2024-01-20,SEA,Spain,Product Launch Q2,52333,1444,1458.44,59,15212.1,2.76,1.01,4.13,10.43,24.72
2024-01-20,SEA,Italy,Seasonal Promo Q4,65012,1137,1375.77,65,10807.94,1.75,1.21,5.74,7.86,21.17
2024-01-20,Display,France,Product Launch Q2,48193,1966,3184.92,100,27786.29,4.08,1.62,5.12,8.72,31.85
2024-01-20,Display,Germany,Seasonal Promo Q4,44378,1437,4785.21,28,4479.0,3.24,3.33,2.0,0.94,170.9
2024-01-20,Display,UK,Product Launch Q2,46830,1423,3543.27,49,12326.33,3.04,2.49,3.46,3.48,72.31
2024-01-20,Display,Spain,Product Launch Q2,47714,1732,5005.48,51,4582.9,3.63,2.89,2.96,0.92,98.15
2024-01-20,Display,Italy,Product Launch Q2,76516,1729,4720.17,19,5785.97,2.26,2.73,1.13,1.23,248.43
2024-01-20,Social Ads,France,Seasonal Promo Q4,62469,4110,12083.4,55,19069.92,6.58,2.94,1.35,1.58,219.7
2024-01-20,Social Ads,Germany,Seasonal Promo Q4,70444,1387,1664.4,31,3222.45,1.97,1.2,2.26,1.94,53.69
2024-01-20,Social Ads,UK,Seasonal Promo Q4,54412,827,2869.69,28,5327.89,1.52,3.47,3.4,1.86,102.49
2024-01-20,Social Ads,Spain,Brand Awareness Q1,76256,960,3264.0,43,14375.07,1.26,3.4,4.51,4.4,75.91
2024-01-20,Social Ads,Italy,Brand Awareness Q1,19335,1233,2922.21,34,9399.3,6.38,2.37,2.78,3.22,85.95
2024-01-20,Email,France,Seasonal Promo Q4,78822,6219,15174.36,186,58299.65,7.89,2.44,3.0,3.84,81.58
2024-01-20,Email,Germany,Product Launch Q2,18886,202,212.1,7,1621.05,1.07,1.05,3.55,7.64,30.3
2024-01-20,Email,UK,Product Launch Q2,63429,2296,3972.08,101,29456.96,3.62,1.73,4.4,7.42,39.33
2024-01-20,Email,Spain,Brand Awareness Q1,50215,4007,7172.53,99,36846.97,7.98,1.79,2.48,5.14,72.45
2024-01-20,Email,Italy,Product Launch Q2,20213,1378,3596.58,37,6292.71,6.82,2.61,2.74,1.75,97.2
2024-01-21,SEA,France,Retargeting Q3,73303,3210,5681.7,102,29974.45,4.38,1.77,3.19,5.28,55.7
2024-01-21,SEA,Germany,Brand Awareness Q1,13804,427,1225.49,6,2083.28,3.1,2.87,1.58,1.7,204.25
2024-01-21,SEA,UK,Retargeting Q3,26542,1993,5261.52,71,17264.97,7.51,2.64,3.58,3.28,74.11
2024-01-21,SEA,Spain,Product Launch Q2,78380,3119,5364.68,155,41914.5,3.98,1.72,4.99,7.81,34.61
2024-01-21,SEA,Italy,Seasonal Promo Q4,61640,2323,6109.49,125,25918.91,3.77,2.63,5.42,4.24,48.88
2024-01-21,Display,France,Brand Awareness Q1,55965,576,524.16,13,3852.11,1.03,0.91,2.39,7.35,40.32
2024-01-21,Display,Germany,Brand Awareness Q1,18336,1210,2383.7,34,4045.18,6.6,1.97,2.83,1.7,70.11
2024-01-21,Display,UK,Seasonal Promo Q4,39387,2241,4078.62,130,20759.89,5.69,1.82,5.83,5.09,31.37
2024-01-21,Display,Spain,Retargeting Q3,56451,2884,3893.4,150,39911.54,5.11,1.35,5.23,10.25,25.96
2024-01-21,Display,Italy,Retargeting Q3,16108,918,1129.14,20,1818.64,5.7,1.23,2.19,1.61,56.46
2024-01-21,Social Ads,France,Product Launch Q2,23528,1077,1701.66,18,3317.37,4.58,1.58,1.69,1.95,94.54
2024-01-21,Social Ads,Germany,Product Launch Q2,68788,3748,9332.52,158,63194.45,5.45,2.49,4.23,6.77,59.07
2024-01-21,Social Ads,UK,Retargeting Q3,69178,2089,1712.98,108,28813.7,3.02,0.82,5.21,16.82,15.86
2024-01-21,Social Ads,Spain,Seasonal Promo Q4,6256,274,230.16,8,1972.43,4.39,0.84,2.92,8.57,28.77
2024-01-21,Social Ads,Italy,Brand Awareness Q1,58626,3394,5328.58,176,38903.89,5.79,1.57,5.2,7.3,30.28
2024-01-21,Email,France,Retargeting Q3,79107,965,2615.15,23,3362.57,1.22,2.71,2.46,1.29,113.7
2024-01-21,Email,Germany,Brand Awareness Q1,27047,1749,3620.43,85,18985.57,6.47,2.07,4.86,5.24,42.59
2024-01-21,Email,UK,Brand Awareness Q1,19969,575,1144.25,34,8150.32,2.88,1.99,5.95,7.12,33.65
2024-01-21,Email,Spain,Product Launch Q2,62850,3029,10510.63,45,15323.61,4.82,3.47,1.51,1.46,233.57
2024-01-21,Email,Italy,Brand Awareness Q1,44021,3134,971.54,72,25327.43,7.12,0.31,2.31,26.07,13.49
2024-01-22,SEA,France,Retargeting Q3,62549,4415,2604.85,223,27530.99,7.06,0.59,5.06,10.57,11.68
2024-01-22,SEA,Germany,Brand Awareness Q1,61120,1320,871.2,26,3183.18,2.16,0.66,2.03,3.65,33.51
2024-01-22,SEA,UK,Retargeting Q3,79720,2758,3116.54,101,16491.16,3.46,1.13,3.69,5.29,30.86
2024-01-22,SEA,Spain,Brand Awareness Q1,42923,2150,7181.0,76,27744.13,5.01,3.34,3.57,3.86,94.49
2024-01-22,SEA,Italy,Product Launch Q2,22771,1762,4915.98,98,38942.28,7.74,2.79,5.59,7.92,50.16
2024-01-22,Display,France,Seasonal Promo Q4,22392,615,1568.25,31,9811.99,2.75,2.55,5.14,6.26,50.59
2024-01-22,Display,Germany,Brand Awareness Q1,69154,1383,3167.07,57,10334.69,2.0,2.29,4.14,3.26,55.56
2024-01-22,Display,UK,Seasonal Promo Q4,17202,657,1754.19,29,10354.77,3.82,2.67,4.47,5.9,60.49
2024-01-22,Display,Spain,Seasonal Promo Q4,68968,2269,476.49,110,33709.88,3.29,0.21,4.87,70.75,4.33
2024-01-22,Display,Italy,Product Launch Q2,51952,3610,10216.3,107,41606.42,6.95,2.83,2.99,4.07,95.48
2024-01-22,Social Ads,France,Seasonal Promo Q4,69843,2011,5892.23,54,13622.95,2.88,2.93,2.69,2.31,109.12
2024-01-22,Social Ads,Germany,Seasonal Promo Q4,50054,3633,9881.76,44,11843.16,7.26,2.72,1.23,1.2,224.59
2024-01-22,Social Ads,UK,Seasonal Promo Q4,7134,133,402.99,4,200.95,1.87,3.03,3.21,0.5,100.75
2024-01-22,Social Ads,Spain,Retargeting Q3,31518,2511,8035.2,135,21013.15,7.97,3.2,5.41,2.62,59.52
2024-01-22,Social Ads,Italy,Product Launch Q2,17234,961,989.83,27,9890.91,5.58,1.03,2.86,9.99,36.66
2024-01-22,Email,France,Brand Awareness Q1,11787,444,537.24,19,2507.06,3.77,1.21,4.5,4.67,28.28
2024-01-22,Email,Germany,Seasonal Promo Q4,17475,176,311.52,2,258.33,1.01,1.77,1.66,0.83,155.76
2024-01-22,Email,UK,Product Launch Q2,6217,65,86.45,1,351.12,1.06,1.33,1.6,4.06,86.45
2024-01-22,Email,Spain,Retargeting Q3,67613,1014,1480.44,47,4034.93,1.5,1.46,4.65,2.73,31.5
2024-01-22,Email,Italy,Product Launch Q2,53177,3812,2477.8,185,58016.97,7.17,0.65,4.87,23.41,13.39
2024-01-23,SEA,France,Retargeting Q3,23724,351,723.06,14,1504.17,1.48,2.06,4.05,2.08,51.65
2024-01-23,SEA,Germany,Product Launch Q2,32925,1777,1243.9,54,15676.1,5.4,0.7,3.06,12.6,23.04
2024-01-23,SEA,UK,Retargeting Q3,16362,1191,786.06,19,5804.56,7.28,0.66,1.62,7.38,41.37
2024-01-23,SEA,Spain,Retargeting Q3,61280,1960,1293.6,46,3656.4,3.2,0.66,2.38,2.83,28.12
2024-01-23,SEA,Italy,Product Launch Q2,8515,590,1398.3,14,3236.97,6.94,2.37,2.51,2.31,99.88
2024-01-23,Display,France,Seasonal Promo Q4,56347,1729,657.02,94,36108.69,3.07,0.38,5.49,54.96,6.99
2024-01-23,Display,Germany,Brand Awareness Q1,55578,994,1838.9,39,9161.11,1.79,1.85,3.97,4.98,47.15
2024-01-23,Display,UK,Retargeting Q3,52329,3945,2524.8,209,52027.03,7.54,0.64,5.3,20.61,12.08
